11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
11,0,2,101,5,73,32,165,76,25,0,13,178,98,35,0
